noise_levels,zne_levels
1.0,0.14698498471489
1.3,0.10961091382441288
1.5,0.08949982869235709
1.8,0.06586451683035818
2.0,0.053441851136033454
2.2,0.04334132790224016
2.5,0.03169237215062094
