noise_levels,zne_levels
1.0,0.42238871701380654
1.3,0.33543351933623167
1.5,0.2897129861911409
1.8,0.23495201872183655
2.0,0.20572857793660063
2.2,0.1809857427501521
2.5,0.15093095144453111
