noise_levels,zne_levels
1.0,0.39508221137516586
1.3,0.3108044048174922
1.5,0.2647164400855929
1.8,0.20787614219659659
2.0,0.17680518591044375
2.2,0.15026764661511444
2.5,0.11770712270124761
