noise_levels,zne_levels
1.0,0.002026385544211304
1.3,0.001476158824075018
1.5,0.001201414776927025
1.8,0.0008843068287643226
2.0,0.0007229063327463818
2.2,0.0005887797789992343
2.5,0.0004252113430680193
