noise_levels,zne_levels
1.0,0.0019147955751594146
1.3,0.001308988717813795
1.5,0.0010063883325853974
1.8,0.0006964995920046202
2.0,0.0005381452581152352
2.2,0.00041644754050844607
2.5,0.0002880055487974677
