noise_levels,zne_levels
1.0,0.4129611817430857
1.3,0.31952309513858984
1.5,0.26959597049661277
1.8,0.20948486637062083
2.0,0.17743312569430908
2.2,0.15072200759776358
2.5,0.11841585177568356
