noise_levels,zne_levels
1.0,0.002077055487536783
1.3,0.0013824798322894215
1.5,0.0010782324253139593
1.8,0.0007387796601134322
2.0,0.0005758292798905117
2.2,0.00044459509665545176
2.5,0.0003032249369689104
