noise_levels,zne_levels
1.0,0.22826008548721174
1.3,0.1705186695371634
1.5,0.1403526501339721
1.8,0.10478950238004162
2.0,0.0862426466196074
2.2,0.07105308925121853
2.5,0.05314158611613317
