noise_levels,zne_levels
1.0,0.5522644634436045
1.3,0.46898915923748163
1.5,0.42178775619809317
1.8,0.361176788692087
2.0,0.32648267959393573
2.2,0.2956429373482688
2.5,0.2555183680840222
