noise_levels,zne_levels
1.0,0.3102484805583423
1.3,0.23812265717489578
1.5,0.1995560587590307
1.8,0.15313565439555846
2.0,0.12836223467571595
2.2,0.10769956856064301
2.5,0.0827813506181067
