noise_levels,zne_levels
1.0,0.5648562069283805
1.3,0.4848903172414558
1.5,0.4395378265031863
1.8,0.38110026809988523
2.0,0.34745822336035254
2.2,0.3173729721715699
2.5,0.27787929598984856
