noise_levels,zne_levels
1.0,0.06680010311312579
1.3,0.048435039798982
1.5,0.03893526717955869
1.8,0.027950653579713172
2.0,0.022340950084962962
2.2,0.01782524279840015
2.5,0.012724702642547941
