noise_levels,zne_levels
1.0,0.6676079717550942
1.3,0.5904445762355311
1.5,0.5437943429267471
1.8,0.48033106819181703
2.0,0.4420024338794074
2.2,0.4065910789576809
2.5,0.35848592240854177
