noise_levels,zne_levels
1.0,0.40698492596699826
1.3,0.31610784226571836
1.5,0.26789605093775204
1.8,0.20987525960663864
2.0,0.1789877638875168
2.2,0.152987432735954
2.5,0.12164561262678833
