noise_levels,zne_levels
1.0,0.15646830318910557
1.3,0.11370930404122473
1.5,0.09194902572964904
1.8,0.06679129480990824
2.0,0.05402461901299908
2.2,0.043708812496627586
2.5,0.03185635643646711
