noise_levels,zne_levels
1.0,0.1553640633631513
1.3,0.11857130343351945
1.5,0.09895313642303363
1.8,0.07525944965260113
2.0,0.0626466519734641
2.2,0.052092514888503146
2.5,0.03942877385002063
