noise_levels,zne_levels
1.0,0.41265919954679675
1.3,0.31932163584267564
1.5,0.2695550182703364
1.8,0.20944228049242575
2.0,0.177474375040141
2.2,0.15072872134918164
2.5,0.11840891737541735
