noise_levels,zne_levels
1.0,0.070039895335282
1.3,0.052817448989456985
1.5,0.0437634759957003
1.8,0.032984177700405404
2.0,0.027327463812882872
2.2,0.022604815157700988
2.5,0.016971237413343755
