noise_levels,zne_levels
1.0,0.07093780375951549
1.3,0.050125544322790774
1.5,0.039911576741241406
1.8,0.02831967632481697
2.0,0.022551958927889828
2.2,0.01797593796665374
2.5,0.012798328424104834
