noise_levels,zne_levels
1.0,0.2986592889620207
1.3,0.23114401626642447
1.5,0.19471039058763379
1.8,0.15045915243233607
2.0,0.12659061304180924
2.2,0.10654424492807014
2.5,0.0821862176589118
