noise_levels,zne_levels
1.0,0.4028411239064255
1.3,0.3135624938130618
1.5,0.26522119618314144
1.8,0.20622289274308178
2.0,0.17437648010745446
2.2,0.14746203058461482
2.5,0.1147990507075261
