noise_levels,zne_levels
1.0,0.4090810106365849
1.3,0.317105763683839
1.5,0.2673290168108438
1.8,0.20670298000616358
2.0,0.17391210446354277
2.2,0.14625513353471983
2.5,0.11276739444150775
