noise_levels,zne_levels
1.0,0.22357304507047523
1.3,0.1712120368871756
1.5,0.1431521292521391
1.8,0.10917637655569969
2.0,0.09104935985670717
2.2,0.07585061439511759
2.5,0.05758370540020406
