noise_levels,zne_levels
1.0,0.6689717585696803
1.3,0.5924969332437162
1.5,0.5463226671010741
1.8,0.4835701797905571
2.0,0.44570040395095073
2.2,0.41072788752886374
2.5,0.3632324398878803
