time,expectation,terms_nbr
0.01,9.999333371109142e-5,1779.0
0.02,0.000398675631803792,1779.0
0.03,0.0008910680488842745,1779.0
0.04,0.0015681231508571293,3429.0
0.05,0.0024169888329532226,4251.0
0.06,0.0034214118028456984,28125.0
0.07,0.004577838078507525,28344.0
0.08,0.005898284896649663,28344.0
0.09,0.007370486951597515,28348.0
0.1,0.00898070863813863,28356.0
0.11,0.010713805755824023,33779.0
0.12,0.012553335374745508,36205.0
0.13,0.014481720666030755,67600.0
0.14,0.01648044926447111,74909.0
0.15,0.018531682886571237,74992.0
0.16,0.020617366239237142,76922.0
0.17,0.02271960430186327,272634.0
0.18,0.02482181636916063,284534.0
0.19,0.02691612275576725,292152.0
0.2,0.029000006094926818,301249.0
0.21,0.031069177237252464,315878.0
0.22,0.03311911748390764,382017.0
0.23,0.03514381014456911,413379.0
0.24,0.03713736882519211,426992.0
0.25,0.03909270328092571,509913.0
0.26,0.04100305604371262,725010.0
0.27,0.042861737494819016,774015.0
0.28,0.044662688960874816,811281.0
0.29,0.04640090733960615,856455.0
0.3,0.048072345274772665,960275.0
