time,expectation,terms_nbr
0.01,0.0,106.0
0.02,0.00019874035417979388,5082.0
0.03,0.0002958590732365535,5082.0
0.04,0.0003920804144578957,5082.0
0.05,0.00048701615062488474,5082.0
0.06,0.0005801741314133994,5082.0
0.07,0.000670969401325753,5082.0
0.08,0.0007587538560779278,5082.0
0.09,0.0008428595177749469,10346.0
0.1,0.0009226711141106102,13310.0
0.11,0.0009976993099948582,13322.0
0.12,0.0010675449512450655,13322.0
0.13,0.0011319088444329453,13322.0
0.14,0.0011906079539379904,92013.0
0.15,0.0010958233442410824,145567.0
0.16,0.0008999864630628521,145755.0
0.17,0.0006820277212114321,145886.0
0.18,0.00044585982031708797,145886.0
0.19,0.00019558735571254324,145886.0
0.2,0.0,145862.0
0.21,-0.000267310976552145,145886.0
0.22,-0.0005439445817285969,145884.0
0.23,-0.0008167182337507283,145876.0
0.24,-0.0010822619778464344,145966.0
0.25,-0.001337695830741797,147118.0
0.26,-0.0015807029272436762,153448.0
0.27,-0.0018095697430429972,166578.0
0.28,-0.002023198100026059,169790.0
0.29,-0.0022213376104125693,178496.0
0.3,-0.002404039329849993,178915.0
