time,expectation,terms_nbr
0.01,0.0,65.0
0.02,0.0,65.0
0.03,0.0,65.0
0.04,0.0,65.0
0.05,0.0,65.0
0.06,0.0,65.0
0.07,0.0,65.0
0.08,0.0,65.0
0.09,0.0,65.0
0.1,0.0,65.0
0.11,0.0,65.0
0.12,0.0,70.0
0.13,0.0009988860938813181,1118.0
0.14,0.0010382228337295805,1803.0
0.15,0.0030296864591165826,1803.0
0.16,0.004975860122364629,1803.0
0.17,0.0068745016887468684,1803.0
0.18,0.008720855459804892,1803.0
0.19,0.010508570301578967,1803.0
0.2,0.012230518183562066,1803.0
0.21,0.013879503642133485,1803.0
0.22,0.01544885050330007,1803.0
0.23,0.016932854726476983,1803.0
0.24,0.018327099024391388,1803.0
0.25,0.01962863355960713,1803.0
0.26,0.02083603540679543,1803.0
0.27,0.021949366059162253,1803.0
0.28,0.022970050205279362,1803.0
0.29,0.02390070014327419,1803.0
0.3,0.024744908892446675,1803.0
