time,expectation,terms_nbr
0.01,0.0,41.0
0.02,0.0,41.0
0.03,0.0002977208694484199,746.0
0.04,0.0009839116486106655,746.0
0.05,0.0018513461562146942,746.0
0.06,0.002890095454028616,746.0
0.07,0.0040881466724464605,746.0
0.08,0.005431595838673593,746.0
0.09,0.0069048873901458195,746.0
0.1,0.008491099108844173,746.0
0.11,0.010172267966222334,746.0
0.12,0.01192974887716557,772.0
0.13,0.013744594339810347,1412.0
0.14,0.015597953034759818,1538.0
0.15,0.017471437148975574,1538.0
0.16,0.019347397137977698,1538.0
0.17,0.02120917903167163,1538.0
0.18,0.02304134921124184,2775.0
0.19,0.024829888272517694,7994.0
0.2,0.02662254970764136,7994.0
0.21,0.028550406361258832,8018.0
0.22,0.030611123987976767,8018.0
0.23,0.03278361551823033,8018.0
0.24,0.03504522937510711,8018.0
0.25,0.0373743467182734,8018.0
0.26,0.03975034843405289,8824.0
0.27,0.04215362565619441,10238.0
0.28,0.04456562205801486,10552.0
0.29,0.04696888770589055,10552.0
0.3,0.04934713148540818,10552.0
