time,expectation,terms_nbr
0.01,0.0,419.0
0.02,0.0,419.0
0.03,0.0,419.0
0.04,0.0,3125.0
0.05,0.0,3142.0
0.06,0.0,3142.0
0.07,0.0,3142.0
0.08,0.0,3142.0
0.09,0.0,3142.0
0.1,0.0,3142.0
0.11,0.0,3142.0
0.12,0.0,3186.0
0.13,-1.8625250881036264e-5,14090.0
0.14,-4.149025763686416e-5,14231.0
0.15,-8.48245892393489e-5,14232.0
0.16,-0.00014078898900672548,14232.0
0.17,-0.00021133021761928994,14232.0
0.18,-0.00029789782619385615,14211.0
0.19,-0.00040193499236068126,14183.0
0.2,-0.000523575819471769,14184.0
0.21,-0.0006635255470102546,14197.0
0.22,-0.0008237409452751281,14231.0
0.23,-0.0010055121411414341,42812.0
0.24,-0.0012091266463199384,44655.0
0.25,-0.0014360100966578514,44708.0
0.26,-0.0016866156372746498,44729.0
0.27,-0.0019613806672531325,44721.0
0.28,-0.002260749335398344,44687.0
0.29,-0.0025851089808631373,44681.0
0.3,-0.002934801705487665,44612.0
