time,expectation,terms_nbr
0.01,9.999333371109145e-5,746.0
0.02,0.00039920372951604246,746.0
0.03,0.0008945866392030502,746.0
0.04,0.0015805676687663793,1349.0
0.05,0.0024491266824446687,1538.0
0.06,0.0034899316861994756,7994.0
0.07,0.00470590029700701,8018.0
0.08,0.006106311805375999,8018.0
0.09,0.007685165137837395,8018.0
0.1,0.009435408789999622,8018.0
0.11,0.011348861337196611,10127.0
0.12,0.013416144640412232,10552.0
0.13,0.015626638163335604,17848.0
0.14,0.01796870240450505,17866.0
0.15,0.02042996065640399,17866.0
0.16,0.02299698671554217,55620.0
0.17,0.025656181562858565,57958.0
0.18,0.02839939100093216,60703.0
0.19,0.03122071984467124,65383.0
0.2,0.03411329614715279,71305.0
0.21,0.03706929334963019,83617.0
0.22,0.04007998278260814,86450.0
0.23,0.043135832667520746,118708.0
0.24,0.046226603097937136,129877.0
0.25,0.049341533447085285,138283.0
0.26,0.05246963969493958,158808.0
0.27,0.055599796778542876,196737.0
0.28,0.058720751754304024,253130.0
0.29,0.0618212042978318,324330.0
0.3,0.06489009980826957,365828.0
