time,expectation,terms_nbr
0.01,0.0,65.0
0.02,0.0,65.0
0.03,0.0,65.0
0.04,0.0,65.0
0.05,0.0,65.0
0.06,0.0005657116572246656,1803.0
0.07,0.0017419850778683805,1803.0
0.08,0.003031321217484981,1803.0
0.09,0.004415329695616566,1803.0
0.1,0.005874262406570664,1803.0
0.11,0.007387533818670643,1803.0
0.12,0.008934306511940411,1803.0
0.13,0.010494105558237845,1803.0
0.14,0.012047419587559933,1803.0
0.15,0.013576246271299547,1803.0
0.16,0.015064545489759515,1803.0
0.17,0.016498573554282647,1803.0
0.18,0.017867084647994105,1803.0
0.19,0.019161398938347528,1803.0
0.2,0.020375348587979174,1803.0
0.21,0.021505121706381223,1803.0
0.22,0.02254902945657007,1803.0
0.23,0.023507223100242433,1910.0
0.24,0.024381377197939983,2460.0
0.25,0.025174334627820604,3489.0
0.26,0.025889819421935804,3705.0
0.27,0.02653208283197799,4275.0
0.28,0.0271054471043338,4275.0
0.29,0.027614056421898705,4275.0
0.3,0.02806187454120595,4275.0
