time,expectation,terms_nbr
0.01,0.0,419.0
0.02,0.0,419.0
0.03,0.0,3125.0
0.04,0.0,3142.0
0.05,0.0,3142.0
0.06,0.0,3142.0
0.07,0.0,3142.0
0.08,0.0,3142.0
0.09,0.0,3142.0
0.1,-8.970214682484476e-6,14413.0
0.11,-2.2881088135116125e-5,14619.0
0.12,-5.1026083428667324e-5,14620.0
0.13,-8.833516612054003e-5,14620.0
0.14,-0.00013606291631854407,14619.0
0.15,-0.00019545165378355051,14584.0
0.16,-0.0002678886351496501,14571.0
0.17,-0.00035409163850619487,14561.0
0.18,-0.0004552170633284343,14593.0
0.19,-0.0005722330794807524,44173.0
0.2,-0.0007070052727110688,45385.0
0.21,-0.0008607450273754156,45398.0
0.22,-0.0010345275064016046,45414.0
0.23,-0.0012293928822195276,45426.0
0.24,-0.001446377140234869,45434.0
0.25,-0.0016864693622477007,45207.0
0.26,-0.0019505887573943185,45342.0
0.27,-0.0022395282496828674,45286.0
0.28,-0.0025540257380048674,49552.0
0.29,-0.0028947083901457223,96471.0
0.3,-0.0032620949803749038,100915.0
