time,expectation,terms_nbr
0.01,0.0,5042.0
0.02,0.0,5042.0
0.03,0.0,5042.0
0.04,0.0,5042.0
0.05,0.0,5042.0
0.06,0.0,10306.0
0.07,0.0,13282.0
0.08,0.0,13282.0
0.09,0.0,146082.0
0.1,0.0,146493.0
0.11,0.0,146500.0
0.12,0.0,146500.0
0.13,0.0,146506.0
0.14,-0.00010592740228588508,146517.0
0.15,-0.0002144546116375178,146524.0
0.16,-0.00033861933646181,158508.0
0.17,-0.0004761854536165657,169433.0
0.18,-0.000624725329634292,179559.0
0.19,-0.0007815549391435281,180991.0
0.2,-0.0009441067129123209,380436.0
0.21,-0.0011102435028225712,450793.0
0.22,-0.0012790385440047609,459936.0
0.23,-0.001449511079714165,460276.0
0.24,-0.0016209835146266264,460464.0
0.25,-0.0018100298419501104,460586.0
0.26,-0.002021552055149543,462901.0
0.27,-0.0022557122307027225,469212.0
0.28,-0.002518387651461063,491197.0
0.29,-0.0027916391880315823,548688.0
0.3,-0.003078531490726133,690440.0
