time,expectation,terms_nbr
0.01,0.0,1562.0
0.02,0.0,1562.0
0.03,0.0,25364.0
0.04,0.0,25399.0
0.05,0.0,25399.0
0.06,0.0,25399.0
0.07,0.0,25399.0
0.08,0.0,25399.0
0.09,0.0,25399.0
0.1,-8.460830147978962e-6,277354.0
0.11,-1.1139452593313228e-5,278454.0
0.12,-1.4362504024747219e-5,278454.0
0.13,-3.049414632572591e-5,278455.0
0.14,-6.323955749483314e-5,278456.0
0.15,-0.00010577740364298904,278456.0
0.16,-0.0001587332964835868,278456.0
0.17,-0.00022260873943858768,278456.0
0.18,-0.0002977702932545589,278456.0
0.19,-0.0003844406611890224,283743.0
0.2,-0.0004843668706450448,2.166808e6
0.21,-0.0005967661046351852,2.183582e6
0.22,-0.0007203264991841662,2.183562e6
0.23,-0.0008587543581732914,2.183953e6
0.24,-0.0010117675124945089,2.183957e6
0.25,-0.001180585361010266,2.183972e6
0.26,-0.0013665574483367202,2.184036e6
0.27,-0.0015708867795669532,2.183261e6
0.28,-0.0017945252892526762,2.181522e6
0.29,-0.0020378498935074924,2.176343e6
0.3,-0.0023008063286782785,2.176683e6
