time,expectation,terms_nbr
0.01,0.0,65.0
0.02,0.0,65.0
0.03,0.00029642549378458615,1803.0
0.04,0.0009747867869627567,1803.0
0.05,0.0018237032629115923,1803.0
0.06,0.002827814526137417,1803.0
0.07,0.003968913219617053,1803.0
0.08,0.005226480100536165,1803.0
0.09,0.006578316944786639,1803.0
0.1,0.008001252858004421,1803.0
0.11,0.009471888867629901,1803.0
0.12,0.010967338154309659,1803.0
0.13,0.01246591674106761,3280.0
0.14,0.013947747457775503,3599.0
0.15,0.01539524542291152,4275.0
0.16,0.0167933769771087,4275.0
0.17,0.018129668349483413,4275.0
0.18,0.019394180868649278,4275.0
0.19,0.020579420750413403,4275.0
0.2,0.021680190195406235,4289.0
0.21,0.022693394810297224,9590.0
0.22,0.023617820974579436,25353.0
0.23,0.024458191387246468,27661.0
0.24,0.025305661879303644,27911.0
0.25,0.026267061008968143,27905.0
0.26,0.02736438991970281,27897.0
0.27,0.028575506385487327,27906.0
0.28,0.029867197409841503,27906.0
0.29,0.03120885009640692,27903.0
0.3,0.03257443054373756,27901.0
