time,expectation,terms_nbr
0.01,0.0,5042.0
0.02,0.0,5042.0
0.03,0.0,5042.0
0.04,0.0,5042.0
0.05,0.0,5042.0
0.06,0.0,10306.0
0.07,0.0,13282.0
0.08,0.0,13282.0
0.09,0.0,146082.0
0.1,0.0,146493.0
0.11,0.0,146500.0
0.12,0.0,146500.0
0.13,0.0,146506.0
0.14,-8.979153485377139e-5,146517.0
0.15,-0.00017804059634156762,146524.0
0.16,-0.00028056881152128824,158508.0
0.17,-0.00039543697898027075,169433.0
0.18,-0.0005205154361151986,179559.0
0.19,-0.0006534082805602154,180991.0
0.2,-0.0007917918821459596,380436.0
0.21,-0.0009337783353953246,450793.0
0.22,-0.0010783631429189026,459936.0
0.23,-0.0012245801832032688,460276.0
0.24,-0.001371774949349169,460464.0
0.25,-0.0015267558057112445,460586.0
0.26,-0.0016903816545876529,462901.0
0.27,-0.0018834306114399694,469212.0
0.28,-0.0021059174600150383,491197.0
0.29,-0.0023497724059427538,548688.0
0.3,-0.002610984913362844,690440.0
