time,expectation,terms_nbr
0.01,0.0,419.0
0.02,0.0,419.0
0.03,0.0,419.0
0.04,0.0,419.0
0.05,0.0,419.0
0.06,0.0,419.0
0.07,0.0,419.0
0.08,0.0,419.0
0.09,0.0,3134.0
0.1,0.0,3142.0
0.11,0.0,3142.0
0.12,0.0,3142.0
0.13,0.0,3142.0
0.14,0.0,3142.0
0.15,0.0,3142.0
0.16,0.0,3142.0
0.17,0.0,3142.0
0.18,0.0,3142.0
0.19,0.0,3142.0
0.2,0.0,3142.0
0.21,0.0,3236.0
0.22,0.0,14045.0
0.23,-0.0001352064322597988,14211.0
0.24,-0.0002817565635134257,14211.0
0.25,-0.000440228338322326,14211.0
0.26,-0.0006110527420696015,14213.0
0.27,-0.0007987058973073742,14213.0
0.28,-0.0010033050165285807,14213.0
0.29,-0.0012282914653363878,14213.0
0.3,-0.0014733937835822528,14212.0
