time,expectation,terms_nbr
0.01,0.0,41.0
0.02,0.0,41.0
0.03,0.0,41.0
0.04,0.0,41.0
0.05,0.0,41.0
0.06,0.0,41.0
0.07,0.0,41.0
0.08,0.0,41.0
0.09,0.0,41.0
0.1,0.0,41.0
0.11,0.0,56.0
0.12,0.0010288667086454156,746.0
0.13,0.003069460066995984,746.0
0.14,0.005147436206327115,746.0
0.15,0.007253087233792039,746.0
0.16,0.00937572750724188,746.0
0.17,0.011503954692228088,746.0
0.18,0.013625939113858024,746.0
0.19,0.015729728967823493,746.0
0.2,0.01780355734004055,746.0
0.21,0.019836136566073217,746.0
0.22,0.02181692629185348,746.0
0.23,0.023736363570684278,746.0
0.24,0.025586046202693787,746.0
0.25,0.027358863948097823,746.0
0.26,0.029049075839188827,746.0
0.27,0.030652335209134404,746.0
0.28,0.032165666946129635,746.0
0.29,0.03358740366562781,746.0
0.3,0.034917088878061144,746.0
