time,expectation,terms_nbr
0.01,0.0,106.0
0.02,0.0,106.0
0.03,0.00029435805866998113,5082.0
0.04,0.00038733876803413427,5082.0
0.05,0.0004794453063063368,5082.0
0.06,0.000570250111482561,5082.0
0.07,0.0006592090996379132,5082.0
0.08,0.0007456892837590619,5082.0
0.09,0.000829011792636321,5082.0
0.1,0.0009085034916288012,5082.0
0.11,0.0009835492010549303,5082.0
0.12,0.0010536369326263114,5082.0
0.13,0.001118390457262081,5082.0
0.14,0.00117758630446791,5287.0
0.15,0.0012311548095610822,10336.0
0.16,0.0012791788253490458,10790.0
0.17,0.0013219110924574087,13322.0
0.18,0.0013597290782243158,13322.0
0.19,0.0013929984133166102,13322.0
0.2,0.0014220584470201773,13322.0
0.21,0.0014472336364945682,13322.0
0.22,0.001468839874238136,13322.0
0.23,0.0014871860313433827,13322.0
0.24,0.0015025756019671028,13322.0
0.25,0.0015153037450745727,13367.0
0.26,0.0015256545061548474,13386.0
0.27,0.0015338980441705326,13386.0
0.28,0.001540287916566069,13386.0
0.29,0.001545060605880108,13386.0
0.3,0.0015484343750512468,13552.0
