time,expectation,terms_nbr
0.01,9.999333371109145e-5,746.0
0.02,0.00039920372951604246,746.0
0.03,0.0008945866392030502,1349.0
0.04,0.0015805694515789541,7994.0
0.05,0.002456234129509036,8018.0
0.06,0.0035239895837171934,8018.0
0.07,0.004779868345437059,8018.0
0.08,0.0062189739264706095,8018.0
0.09,0.00783539043000946,10184.0
0.1,0.009622093189843972,17548.0
0.11,0.011570987266719958,17866.0
0.12,0.01367299903931058,29660.0
0.13,0.015917915454537607,56754.0
0.14,0.018296908823228188,58415.0
0.15,0.020803189047624026,60818.0
0.16,0.023429236151774935,65923.0
0.17,0.02616678675365807,83232.0
0.18,0.029006834557089214,90490.0
0.19,0.03193965477815086,125944.0
0.2,0.03495485099892984,129774.0
0.21,0.03804150312139012,147970.0
0.22,0.04118825916242611,212430.0
0.23,0.04438335407100646,314458.0
0.24,0.04761475281023873,355880.0
0.25,0.050870756541694644,379638.0
0.26,0.0541404701141971,444739.0
0.27,0.05741370737620063,486811.0
0.28,0.06068083090906425,561754.0
0.29,0.06393263050598987,669259.0
0.3,0.06716023124358715,741531.0
