time,expectation,terms_nbr
0.01,0.0,1562.0
0.02,0.0,25364.0
0.03,0.0,25399.0
0.04,0.0,25399.0
0.05,0.0,25399.0
0.06,0.0,25399.0
0.07,0.0,25399.0
0.08,-4.619675432155356e-6,277455.0
0.09,-1.1364610802782781e-5,278464.0
0.1,-2.552299648073048e-5,278465.0
0.11,-4.5232404292099666e-5,278465.0
0.12,-7.137266219463389e-5,278465.0
0.13,-0.0001047890693040246,278465.0
0.14,-0.00014630162444854137,278465.0
0.15,-0.00019675378012217026,278465.0
0.16,-0.0002570628354782428,2.153632e6
0.17,-0.0003281575197272455,2.172308e6
0.18,-0.00041089115912446803,2.172093e6
0.19,-0.0005080841586667452,2.172282e6
0.2,-0.0006195508015503847,2.1724e6
0.21,-0.0007467873900055882,2.17257e6
0.22,-0.0008911362931703854,2.172462e6
0.23,-0.0010537371240055813,2.172083e6
0.24,-0.0012354978823872276,2.16984e6
0.25,-0.001437089906027129,2.357806e6
0.26,-0.0016588353092185067,1.25202e7
0.27,-0.0019009611631608508,1.2725163e7
0.28,-0.0021636522916182576,1.2730532e7
0.29,-0.0024469157987664996,1.2730908e7
0.3,-0.002750725682942295,1.273079e7
