time,expectation,terms_nbr
0.01,0.0,65.0
0.02,0.00019919212108566181,1803.0
0.03,0.0006914261794337953,1803.0
0.04,0.0013678809546598036,1803.0
0.05,0.0022160051783220334,1803.0
0.06,0.0032198622407386295,1803.0
0.07,0.0043606095137250335,1803.0
0.08,0.0056170909054366145,1803.0
0.09,0.006966524236672481,3453.0
0.1,0.008385279905153071,4275.0
0.11,0.009849680569654257,4275.0
0.12,0.011336670930494307,4275.0
0.13,0.012824426252253196,28146.0
0.14,0.014334998947815607,28316.0
0.15,0.01595945128419557,28365.0
0.16,0.01768038393413259,28365.0
0.17,0.01947598408208877,28365.0
0.18,0.021325201386212748,28357.0
0.19,0.02320780391357027,28361.0
0.2,0.025104496046898496,28536.0
0.21,0.026997059461075005,33992.0
0.22,0.028868542352712735,36212.0
0.23,0.030703464874924733,36417.0
0.24,0.03248795346184079,36567.0
0.25,0.034209874221498876,45103.0
0.26,0.03585889971035108,69316.0
0.27,0.037427921695907924,74498.0
0.28,0.03891446336647817,74880.0
0.29,0.04031626815360376,74953.0
0.3,0.04163227812268569,75054.0
