time,expectation,terms_nbr
0.01,9.999333371109142e-5,1779.0
0.02,0.000398675631803792,1779.0
0.03,0.0008910680488789817,3429.0
0.04,0.0015681272254699334,28125.0
0.05,0.0024242582739966126,28299.0
0.06,0.003461079686608386,28344.0
0.07,0.004669682922174459,28344.0
0.08,0.006039512140946455,28355.0
0.09,0.007558027553569775,34117.0
0.1,0.00921137577727714,67489.0
0.11,0.01098435800961386,75046.0
0.12,0.012860978656182721,75203.0
0.13,0.014824353827163673,280381.0
0.14,0.01685837561991821,286683.0
0.15,0.01895181470053223,293746.0
0.16,0.021094096603367262,307455.0
0.17,0.02327414304092424,324692.0
0.18,0.025480777949489778,406956.0
0.19,0.027702037598875965,435588.0
0.2,0.029926471302869625,723356.0
0.21,0.03214257075563222,773362.0
0.22,0.03433936581460999,807135.0
0.23,0.03650667116122884,890413.0
0.24,0.03863503975858059,1.241882e6
0.25,0.04071574660759782,1.969704e6
0.26,0.042740737141403834,2.191218e6
0.27,0.04470317031574224,2.369056e6
0.28,0.04659812042040781,2.551544e6
0.29,0.048422438547796695,2.990571e6
0.3,0.050174328837796135,3.2581e6
