time,expectation,termscount
0.01,0.009897713330364141,1189.0
0.02,0.019584136482317317,1252.0
0.03,0.029050926387364957,1252.0
0.04,0.03829058677714282,1986.0
0.05,0.047296334449816964,2224.0
0.06,0.056062007754569466,2224.0
0.07,0.06458201540165959,2224.0
0.08,0.0728513209223328,2224.0
0.09,0.08086545696686814,2541.0
0.1,0.08862056219531503,3169.0
0.11,0.09611343301082553,3253.0
0.12,0.10334158249011663,3267.0
0.13,0.11030329943226473,3341.0
0.14,0.11699770140501932,3349.0
0.15,0.12342477688390183,3349.0
0.16,0.1295854129151426,3500.0
0.17,0.135481406086074,4120.0
0.18,0.14111545586538468,4234.0
0.19,0.1464911405101986,4294.0
0.2,0.1516128766800162,4387.0
