time,expectation,termscount
0.01,0.0,60.0
0.02,0.0,60.0
0.03,0.0,60.0
0.04,0.0,60.0
0.05,0.0,60.0
0.06,0.0,60.0
0.07,0.0,60.0
0.08,0.0,60.0
0.09,0.0,60.0
0.1,0.0,60.0
0.11,0.0,60.0
0.12,0.0,60.0
0.13,0.0010098061532455233,1713.0
0.14,0.0010536984484166216,1713.0
0.15,0.003090536341084563,1713.0
0.16,0.005095883942502357,1713.0
0.17,0.007065584818365098,1713.0
0.18,0.008993474922735428,1713.0
0.19,0.010872115585342151,1713.0
0.2,0.01269347180498896,1713.0
0.21,0.014449518032945835,1713.0
0.22,0.016132752795265378,1713.0
0.23,0.01773660725217272,1713.0
0.24,0.019255739564631263,1713.0
0.25,0.02068621502868276,1713.0
0.26,0.022025579770457555,1713.0
0.27,0.02327284215758507,1713.0
0.28,0.024428380266213672,1713.0
0.29,0.02549379555014024,1713.0
0.3,0.026471732513976016,1713.0
