time,expectation
0.01,0.009897792499858383
0.02,0.019544266828792897
0.03,0.028889686733331046
0.04,0.03789121275036547
0.05,0.046513466829050915
0.06,0.054728778760275106
0.07,0.06251713636204966
0.08,0.06986587763436751
0.09,0.0767691738381944
0.1,0.08322735755052395
0.11,0.08924614979611932
0.12,0.09483583638857254
0.13,0.1000104368630231
0.14,0.10478690107997017
0.15,0.10918435979824105
0.16,0.11322344708934498
0.17,0.11692570496400707
0.18,0.1203130743245782
0.19,0.12340747145868261
0.2,0.12623044571278202
