time,expectation,termscount
0.01,0.009897970629660345,3574.0
0.02,0.019584261105356653,3574.0
0.03,0.02904761175942031,3574.0
0.04,0.03827296991483878,3574.0
0.05,0.0472402919326965,3574.0
0.06,0.055924495226706644,3574.0
0.07,0.06429642846670809,3574.0
0.08,0.07232461606768213,3574.0
0.09,0.07997745819331394,6268.0
0.1,0.08722654826160563,89085.0
0.11,0.09409240269165291,89208.0
0.12,0.10064000433146159,89272.0
0.13,0.1069157191125423,89272.0
0.14,0.11294983109355203,89272.0
0.15,0.11875954025964532,89272.0
0.16,0.12435191254867912,89272.0
0.17,0.12972664527751024,89272.0
0.18,0.1348785594973666,89272.0
0.19,0.13979976242849187,89272.0
0.2,0.14448144697714332,89272.0
