time,expectation,termscount
0.01,0.009897792499858383,469.0
0.02,0.019584281448818675,3467.0
0.03,0.029051243952627464,3520.0
0.04,0.03829178489341684,3520.0
0.05,0.04730019446244322,3520.0
0.06,0.05607191049520399,4116.0
0.07,0.06460346862283028,15882.0
0.08,0.07289245999309393,16714.0
0.09,0.08093750608353159,16714.0
0.1,0.08873820114841623,16714.0
0.11,0.09629504300934455,16714.0
0.12,0.1036093605311763,16714.0
0.13,0.11068323912922705,17867.0
0.14,0.11751944554521376,36146.0
0.15,0.12412135334759676,45857.0
0.16,0.13049287208486626,50572.0
0.17,0.1366383808504126,50628.0
0.18,0.1425626644339793,50676.0
0.19,0.14827085200454088,50766.0
0.2,0.1537683587858684,50932.0
