time,expectation,termscount
0.01,9.99933337110914e-5,1713.0
0.02,0.00039906359534565636,18248.0
0.03,0.0008969780135760194,18277.0
0.04,0.001592948596607914,18277.0
0.05,0.0024851242891707087,18277.0
0.06,0.0035707360413490237,57411.0
0.07,0.004846008500720091,59591.0
0.08,0.006306379202195199,59591.0
0.09,0.007946000509025032,59591.0
0.1,0.009757589501607716,59591.0
0.11,0.011732354211250982,59591.0
0.12,0.013859985070572527,59591.0
0.13,0.01612871760989753,60644.0
0.14,0.0185254662207084,83049.0
0.15,0.0210360270765064,83387.0
0.16,0.023645334179294215,83387.0
0.17,0.026337748867849595,83414.0
0.18,0.02909736881720217,83442.0
0.19,0.031908338841116955,83442.0
0.2,0.03475514679202907,83442.0
