time,expectation,termscount
0.01,0.009897683644923825,88.0
0.02,0.019455787981843366,3574.0
0.03,0.028781007025530155,3574.0
0.04,0.03788645790849576,3574.0
0.05,0.046753431291914796,3574.0
0.06,0.05535740157688432,3574.0
0.07,0.06366904634266578,3574.0
0.08,0.07165606290005018,3574.0
0.09,0.07928546443643149,3574.0
0.1,0.0865260137296323,3574.0
0.11,0.09335047860692941,3574.0
0.12,0.09973746075666637,3574.0
0.13,0.10567264205642667,3574.0
0.14,0.11114939141366191,3902.0
0.15,0.11616876286570789,7360.0
0.16,0.12074155462099022,13646.0
0.17,0.12489288214582493,83694.0
0.18,0.12868712848344804,89093.0
0.19,0.1322587885019521,89137.0
0.2,0.1357241982325345,89218.0
