time,expectation,termscount
0.01,9.99933337110914e-5,1713.0
0.02,0.00039906359534565636,28076.0
0.03,0.0008969817973290709,28105.0
0.04,0.0015929905988828544,28105.0
0.05,0.002485325790907373,28105.0
0.06,0.003571391985469205,180495.0
0.07,0.004847832524235651,182675.0
0.08,0.006311628569700319,182675.0
0.09,0.007959155980579235,182675.0
0.1,0.009786005072865414,182675.0
0.11,0.01178688843936887,182675.0
0.12,0.013955550557872743,182675.0
0.13,0.016284686811801008,443320.0
0.14,0.0187659068103796,485711.0
0.15,0.021389851208171596,485711.0
0.16,0.02414625981478557,485711.0
0.17,0.027024004847220007,485738.0
0.18,0.030011159376606898,485766.0
0.19,0.03309510174527862,485766.0
0.2,0.03626265268021115,485766.0
