time,expectation
0.01,9.99933337110914e-5
0.02,0.00039906359534565636
0.03,0.0008969817973290709
0.04,0.0015929905988828544
0.05,0.002485325790907373
0.06,0.003571391985469205
0.07,0.004847832524235651
0.08,0.006311628569700319
0.09,0.007959155980579235
0.1,0.009786005072865414
0.11,0.01178688843936887
0.12,0.013955550557872743
0.13,0.016284686811801008
0.14,0.0187659068103796
0.15,0.021389851208171596
0.16,0.02414625981478557
0.17,0.027024004847220007
0.18,0.030011159376606898
0.19,0.03309510174527862
0.2,0.03626265268021115
