time,expectation,termscount
0.01,0.0,60.0
0.02,0.0,60.0
0.03,0.00029642939904182955,1713.0
0.04,0.0009753882133803827,1713.0
0.05,0.0018269101290411657,1713.0
0.06,0.0028373198136003356,1713.0
0.07,0.003990322511824845,1713.0
0.08,0.0052673968966713705,1713.0
0.09,0.006648277020208796,1713.0
0.1,0.008111511111583043,1713.0
0.11,0.009635074966896988,1713.0
0.12,0.01119700913713485,1713.0
0.13,0.012776043774998198,1713.0
0.14,0.01435217400145983,1713.0
0.15,0.015907152302597868,1713.0
0.16,0.017424872169101276,1713.0
0.17,0.018891627616471125,1713.0
0.18,0.020296244653890686,1713.0
0.19,0.021630091491718847,1713.0
0.2,0.022886982929274383,1713.0
