time,expectation
0.01,0.009897970629660345
0.02,0.019584261105356653
0.03,0.02904761175942031
0.04,0.03827296991483878
0.05,0.0472402919326965
0.06,0.055924495226706644
0.07,0.06429693605591366
0.08,0.07235838258826552
0.09,0.08012906621951904
0.1,0.08762406901723921
0.11,0.09485321939685575
0.12,0.10182136398168226
0.13,0.10852895316839363
0.14,0.11497286709919795
0.15,0.12114740048450746
0.16,0.1270453211870618
0.17,0.13265892006301797
0.18,0.1379809785992284
0.19,0.1430055955722708
0.2,0.1477288324883188
