time,expectation
0.01,9.99933337110914e-5
0.02,0.00039868525535552847
0.03,0.0008955375882218721
0.04,0.0015904853705000878
0.05,0.0024817554740936324
0.06,0.0035667420431392772
0.07,0.004841783497052065
0.08,0.006301920194203696
0.09,0.007942287347471651
0.1,0.009759660813927373
0.11,0.0117503745520398
0.12,0.013910026332514758
0.13,0.016233382971157118
0.14,0.018714266713041702
0.15,0.021345430385656432
0.16,0.02411843186575818
0.17,0.027023944649992773
0.18,0.03005310709688996
0.19,0.03319783442576723
0.2,0.03645053416948349
