time,expectation,termscount
0.01,9.99933337110914e-5,1713.0
0.02,0.00039868525535552847,1713.0
0.03,0.0008915257150859551,31001.0
0.04,0.0015790687006482737,31030.0
0.05,0.0024630203048807953,31030.0
0.06,0.0035407320800032727,31030.0
0.07,0.004808520822153205,31030.0
0.08,0.006261428928602658,31030.0
0.09,0.007892983442367644,31030.0
0.1,0.009694975367495137,399832.0
0.11,0.01166029237506822,401400.0
0.12,0.013785510488817718,401400.0
0.13,0.016066692863489565,401400.0
0.14,0.018498895308051808,401400.0
0.15,0.021076084792902898,401400.0
0.16,0.02379104438453856,401400.0
0.17,0.026635276649387404,401400.0
0.18,0.029598919597387693,401400.0
0.19,0.03267068997472898,918319.0
0.2,0.035837875201482954,3.929557e6
