time,expectation,termscount
0.01,9.99933337110914e-5,31001.0
0.02,0.00039979156125894615,31030.0
0.03,0.0008987948605910119,31030.0
0.04,0.0015958934390548983,31030.0
0.05,0.0024893277179027055,314682.0
0.06,0.0035769132364029143,316250.0
0.07,0.004856474059402766,316250.0
0.08,0.006325432390887484,316250.0
0.09,0.007980718432294063,316250.0
0.1,0.009818707755485292,316250.0
0.11,0.011835137607449312,1.426798e6
0.12,0.014025080917547655,1.463786e6
0.13,0.01638309117388466,1.463786e6
0.14,0.01890321412726153,1.463813e6
0.15,0.021578917336292466,1.463841e6
0.16,0.024403023041853697,1.463841e6
0.17,0.02736765020390081,1.463841e6
0.18,0.030464171088370448,2.983888e6
0.19,0.03368319068361104,3.472364e6
0.2,0.03701456834833133,3.472364e6
