time,expectation,termscount
0.01,0.009897713330364141,3457.0
0.02,0.01958416459669466,3493.0
0.03,0.02905123219741483,3520.0
0.04,0.038292002870838504,3520.0
0.05,0.047300747796629676,15210.0
0.06,0.0560728877562701,16650.0
0.07,0.06460496297804012,16714.0
0.08,0.07289459399710464,16714.0
0.09,0.08094042510500524,16714.0
0.1,0.0887420616091883,16714.0
0.11,0.09630000241311427,30167.0
0.12,0.10361556930481751,43441.0
0.13,0.11069083482857053,50577.0
0.14,0.11752855096715274,50629.0
0.15,0.1241320786631525,50713.0
0.16,0.13050531833283385,50930.0
0.17,0.13665264211526643,51027.0
0.18,0.14257882853378057,52442.0
0.19,0.14828900012059176,69857.0
0.2,0.15378856443734978,88427.0
