time,expectation
0.01,9.99933337110914e-5
0.02,0.00039906359534565636
0.03,0.0008969817799538385
0.04,0.0015929902549920937
0.05,0.002485323139883968
0.06,0.003571379135898375
0.07,0.004847845519368484
0.08,0.006312080325274946
0.09,0.00796113500960937
0.1,0.009791515267835576
0.11,0.011799107765722594
0.12,0.013979083958085992
0.13,0.01632578356893206
0.14,0.01883270543020186
0.15,0.021493119440429833
0.16,0.024300397239430213
0.17,0.02724791576549904
0.18,0.030328948687328616
0.19,0.03353655554312372
0.2,0.036863467569783814
