time,expectation,termscount
0.01,0.009897970629660345,3574.0
0.02,0.019584261105356653,3574.0
0.03,0.02904761175942031,3574.0
0.04,0.03827296991483878,3574.0
0.05,0.0472402919326965,3574.0
0.06,0.055924495226706644,6779.0
0.07,0.06429693605591366,89137.0
0.08,0.07235838258826552,89272.0
0.09,0.08012906621951904,89272.0
0.1,0.08762406901723921,89272.0
0.11,0.09485321939685575,89272.0
0.12,0.10182136398168226,89272.0
0.13,0.10852895316839363,89272.0
0.14,0.11497286709919795,89272.0
0.15,0.12114740048450746,89272.0
0.16,0.1270453211870618,89272.0
0.17,0.13265892006301797,89272.0
0.18,0.1379809785992284,89272.0
0.19,0.1430055955722708,89766.0
0.2,0.1477288324883188,92444.0
