time,expectation,termscount
0.01,0.009897792499858383,79.0
0.02,0.019544266828792897,91.0
0.03,0.028889686733331046,91.0
0.04,0.03789121275036547,91.0
0.05,0.046513466829050915,115.0
0.06,0.054728778760275106,115.0
0.07,0.06251713636204966,115.0
0.08,0.06986587763436751,115.0
0.09,0.0767691738381944,115.0
0.1,0.08322735755052395,115.0
0.11,0.08924614979611932,115.0
0.12,0.09483583638857254,127.0
0.13,0.1000104368630231,136.0
0.14,0.10478690107997017,136.0
0.15,0.10918435979824105,136.0
0.16,0.11322344708934498,136.0
0.17,0.11692570496400707,136.0
0.18,0.1203130743245782,136.0
0.19,0.12340747145868261,136.0
0.2,0.12623044571278202,136.0
