time,expectation
0.01,-9.998333504430477e-5
0.02,-0.0003996895021405643
0.03,-0.0008983424634271597
0.04,-0.0015944900583405026
0.05,-0.002485770154265657
0.06,-0.0035686360425922097
0.07,-0.004838080709464621
0.08,-0.006287328753026869
0.09,-0.007907611538003964
0.1,-0.009688039739454887
0.11,-0.011615595827060758
0.12,-0.013675257600931294
0.13,-0.015850249795961165
0.14,-0.0181224068500118
0.15,-0.02047261853685803
0.16,-0.022881324132927094
0.17,-0.025329018154874067
0.18,-0.02779673276349243
0.19,-0.030266467600804037
0.2,-0.03272154581555752
