time,expectation,termscount
0.01,9.999333371109146e-5,1713.0
0.02,0.00039579810777346056,5367.0
0.03,0.0008679831407460669,15979.0
0.04,0.0014815795088185314,15979.0
0.05,0.0021917153093074368,50692.0
0.06,0.00299421597811536,50692.0
0.07,0.003936160998280243,139929.0
0.08,0.004975520320814954,139929.0
0.09,0.006060790287244432,258723.0
0.1,0.007152670345797299,262744.0
0.11,0.008232964520549967,938356.0
0.12,0.009283075704561364,938360.0
0.13,0.010324305939374053,1.413671e6
0.14,0.011355752972264021,1.414132e6
0.15,0.012357779325043046,1.414132e6
0.16,0.013303215385707622,3.953032e6
0.17,0.014165321541123953,6.310644e6
0.18,0.014925645056063242,6.314284e6
0.19,0.015589722053516606,6.314388e6
0.2,0.016185170169568816,6.380349e6
0.21,0.016738709633155043,1.5561354e7
0.22,0.01727093462369066,1.6306959e7
0.23,0.01780445323740293,1.9422461e7
0.24,0.018342178311819626,2.2239691e7
0.25,0.018860998273612747,2.8666559e7
0.26,0.01934435254376377,4.1729857e7
0.27,0.019792899643124456,4.1745578e7
0.28,0.020214896117534173,4.1745578e7
0.29,0.02061662721194139,4.2035352e7
0.3,0.02099899702730314,7.2784393e7
