time,expectation,termscount
0.01,0.009897683644923825,88.0
0.02,0.019455787981843366,88.0
0.03,0.02853356479110348,88.0
0.04,0.03701856269160001,88.0
0.05,0.04483144749930818,88.0
0.06,0.051926263333092554,88.0
0.07,0.05828774422879368,88.0
0.08,0.06392661065724918,88.0
0.09,0.06887384946632436,88.0
0.1,0.07317484175888694,88.0
0.11,0.07688396436106211,88.0
0.12,0.08006003188528614,88.0
0.13,0.08276272442361061,88.0
0.14,0.08504998584914017,88.0
0.15,0.08697628122562427,88.0
0.16,0.08859155752628609,88.0
0.17,0.08994074398018355,88.0
0.18,0.09106364214592905,88.0
0.19,0.09199507989263499,88.0
0.2,0.0927652302679086,88.0
